Amount,Location,Type,Hour,Day,Is_New_Location,Is_High_Amount,Class
25.11,Hyderabad,UPI,17,Thu,0,0,0
9.24,Pune,POS Swipe,9,Sat,0,0,0
115.22,Delhi,POS Swipe,16,Wed,0,0,0
371.57,Delhi,Bank Transfer,9,Mon,0,0,0
60.87,Other,ATM Withdrawal,13,Sun,0,0,0
109.54,Mumbai,UPI,3,Sun,0,0,1
8.15,Delhi,POS Swipe,9,Sat,0,0,0
119.23,Other,POS Swipe,23,Thu,0,0,0
172.37,Mumbai,E-Commerce,21,Mon,0,1,0
169.22,Hyderabad,ATM Withdrawal,17,Fri,0,0,0
80.82,Hyderabad,Bank Transfer,4,Fri,1,0,1
75.82,Hyderabad,UPI,8,Tue,0,1,0
22.55,Other,POS Swipe,5,Sat,0,0,0
91.39,Other,UPI,15,Tue,0,0,0
20.96,Mumbai,Bank Transfer,21,Tue,0,0,0
291.0,Hyderabad,ATM Withdrawal,22,Sat,0,0,0
677.9,Bangalore,E-Commerce,15,Sun,0,0,0
701.81,Delhi,ATM Withdrawal,10,Fri,1,0,1
400.6,Other,E-Commerce,20,Sat,0,0,0
183.65,Other,UPI,14,Mon,1,0,1
241.37,Other,ATM Withdrawal,18,Thu,0,0,0
67.15,Mumbai,ATM Withdrawal,2,Tue,0,1,0
199.27,Hyderabad,ATM Withdrawal,15,Sun,0,0,0
121.63,Bangalore,Bank Transfer,20,Fri,0,0,0
131.56,Delhi,UPI,19,Tue,1,0,1
283.58,Delhi,E-Commerce,4,Sun,1,0,1
66.23,Hyderabad,ATM Withdrawal,8,Wed,0,0,0
76.56,Bangalore,UPI,4,Thu,0,0,1
517.1,Mumbai,Bank Transfer,3,Mon,1,0,1
11.57,Other,Bank Transfer,12,Tue,1,0,0
132.96,Other,UPI,19,Wed,0,0,0
487.91,Hyderabad,E-Commerce,16,Wed,0,0,0
188.51,Delhi,UPI,19,Sun,0,0,0
158.11,Other,UPI,11,Thu,0,0,0
57.47,Delhi,POS Swipe,19,Fri,0,0,0
84.1,Delhi,Bank Transfer,19,Fri,0,0,0
382.17,Hyderabad,E-Commerce,6,Tue,0,0,0
163.84,Pune,POS Swipe,0,Tue,0,0,0
144.61,Pune,UPI,15,Fri,0,0,0
20.98,Pune,Bank Transfer,6,Mon,0,0,0
3.23,Bangalore,POS Swipe,1,Mon,0,0,0
663.11,Hyderabad,POS Swipe,11,Wed,0,0,0
94.64,Delhi,E-Commerce,10,Thu,0,0,0
184.87,Other,UPI,7,Mon,0,0,0
16.61,Bangalore,E-Commerce,0,Tue,1,0,1
229.84,Pune,POS Swipe,2,Sun,0,0,0
539.32,Mumbai,POS Swipe,7,Mon,1,0,1
171.45,Bangalore,E-Commerce,7,Thu,0,0,0
26.96,Bangalore,POS Swipe,10,Tue,0,0,0
174.32,Hyderabad,ATM Withdrawal,20,Thu,0,0,0
290.78,Other,Bank Transfer,4,Fri,0,0,0
104.32,Bangalore,UPI,7,Thu,0,0,0
423.78,Other,Bank Transfer,20,Thu,0,0,0
209.21,Hyderabad,UPI,8,Thu,0,0,0
459.02,Mumbai,POS Swipe,16,Tue,0,1,0
195.37,Delhi,E-Commerce,4,Thu,0,0,0
28.15,Delhi,E-Commerce,18,Thu,0,0,0
74.12,Pune,POS Swipe,18,Sun,0,0,0
45.08,Pune,UPI,1,Sun,0,0,1
479.0,Mumbai,POS Swipe,18,Sat,0,0,0
285.76,Delhi,UPI,22,Sat,0,0,1
225.65,Pune,POS Swipe,14,Sun,1,0,0
71.61,Other,POS Swipe,7,Wed,1,0,0
40.68,Bangalore,POS Swipe,23,Tue,0,0,0
282.49,Hyderabad,E-Commerce,7,Sat,0,0,0
128.55,Pune,UPI,0,Thu,1,0,1
51.18,Mumbai,POS Swipe,13,Mon,1,0,0
191.75,Delhi,Bank Transfer,10,Thu,0,0,0
8.23,Mumbai,Bank Transfer,6,Mon,0,0,0
78.96,Hyderabad,E-Commerce,17,Sun,0,0,0
126.43,Hyderabad,ATM Withdrawal,14,Sun,0,0,0
32.02,Mumbai,E-Commerce,9,Fri,0,1,0
835.39,Pune,ATM Withdrawal,3,Fri,0,0,1
46.92,Pune,E-Commerce,20,Sun,0,0,0
27.93,Delhi,Bank Transfer,0,Sun,0,0,0
45.51,Other,POS Swipe,13,Tue,0,0,0
293.12,Delhi,UPI,19,Tue,0,0,0
110.85,Bangalore,POS Swipe,19,Sun,1,0,0
166.67,Other,Bank Transfer,8,Fri,0,0,0
4.25,Bangalore,UPI,12,Tue,0,0,0
7.01,Delhi,ATM Withdrawal,16,Sun,0,0,0
118.06,Other,ATM Withdrawal,23,Mon,0,1,0
339.28,Other,Bank Transfer,19,Mon,0,0,0
432.98,Bangalore,UPI,3,Wed,0,0,1
18.14,Mumbai,POS Swipe,4,Tue,1,1,1
154.6,Pune,Bank Transfer,17,Tue,0,1,0
488.9,Other,ATM Withdrawal,16,Wed,0,0,0
98.2,Other,Bank Transfer,20,Thu,0,0,0
353.88,Bangalore,POS Swipe,6,Mon,0,1,0
28.7,Other,E-Commerce,9,Thu,0,0,0
547.89,Bangalore,E-Commerce,8,Sat,0,0,0
278.4,Mumbai,POS Swipe,12,Wed,0,0,0
567.18,Other,UPI,17,Sat,0,0,1
225.78,Hyderabad,Bank Transfer,11,Sun,0,0,0
90.32,Delhi,POS Swipe,7,Sat,0,0,0
556.71,Mumbai,E-Commerce,22,Tue,0,0,1
64.47,Hyderabad,ATM Withdrawal,17,Thu,0,0,0
80.75,Mumbai,POS Swipe,4,Tue,0,0,0
241.33,Pune,POS Swipe,6,Sun,0,0,0
289.9,Mumbai,POS Swipe,14,Wed,0,0,0
530.15,Mumbai,E-Commerce,2,Fri,0,1,1
45.83,Pune,E-Commerce,17,Tue,0,0,0
319.9,Other,POS Swipe,5,Sat,1,1,1
268.3,Delhi,POS Swipe,5,Sun,0,0,0
13.18,Hyderabad,UPI,19,Sat,0,0,0
97.95,Bangalore,ATM Withdrawal,0,Thu,0,0,0
66.47,Delhi,Bank Transfer,20,Thu,1,1,0
72.62,Mumbai,Bank Transfer,16,Wed,0,0,0
814.28,Bangalore,Bank Transfer,10,Thu,0,0,0
205.88,Pune,E-Commerce,23,Mon,0,0,0
252.94,Delhi,E-Commerce,1,Tue,0,1,0
751.15,Other,UPI,8,Sun,0,0,1
94.71,Hyderabad,E-Commerce,18,Sun,0,0,0
323.74,Delhi,POS Swipe,5,Sat,0,0,0
114.02,Delhi,ATM Withdrawal,6,Mon,0,0,0
407.33,Other,ATM Withdrawal,3,Wed,0,0,0
39.85,Bangalore,ATM Withdrawal,2,Sat,1,0,1
590.1,Pune,ATM Withdrawal,1,Mon,0,0,1
49.38,Other,Bank Transfer,9,Sun,1,0,0
78.97,Pune,Bank Transfer,9,Mon,0,0,0
282.28,Other,POS Swipe,16,Sun,0,0,0
100.09,Delhi,UPI,15,Sat,0,0,0
187.41,Pune,E-Commerce,0,Tue,0,0,0
117.6,Bangalore,E-Commerce,11,Tue,0,0,0
271.25,Bangalore,Bank Transfer,19,Fri,0,0,0
51.84,Hyderabad,ATM Withdrawal,19,Mon,0,0,0
12.05,Pune,POS Swipe,9,Tue,0,0,0
71.31,Hyderabad,UPI,0,Sun,0,0,1
128.61,Other,Bank Transfer,15,Mon,0,0,0
36.79,Mumbai,POS Swipe,10,Mon,0,0,0
87.64,Bangalore,POS Swipe,3,Wed,1,1,1
102.16,Delhi,Bank Transfer,2,Wed,1,0,1
11.82,Bangalore,POS Swipe,12,Sat,1,0,0
175.08,Mumbai,ATM Withdrawal,20,Mon,0,0,0
431.43,Delhi,POS Swipe,14,Wed,0,0,0
32.91,Pune,UPI,9,Sun,0,0,0
182.17,Pune,POS Swipe,5,Sat,0,0,0
218.57,Bangalore,E-Commerce,10,Tue,0,0,0
108.72,Delhi,POS Swipe,0,Mon,0,0,0
241.53,Other,Bank Transfer,19,Wed,1,0,0
105.77,Delhi,E-Commerce,3,Tue,0,0,0
140.49,Hyderabad,Bank Transfer,9,Mon,1,0,0
1.48,Mumbai,UPI,21,Sat,0,0,0
235.35,Pune,ATM Withdrawal,14,Mon,0,0,0
216.55,Bangalore,UPI,0,Wed,0,0,1
7.83,Delhi,E-Commerce,20,Tue,0,0,0
91.85,Pune,ATM Withdrawal,14,Mon,0,0,0
772.95,Bangalore,POS Swipe,2,Mon,0,0,1
109.2,Pune,E-Commerce,0,Sun,0,0,0
139.41,Bangalore,ATM Withdrawal,5,Sat,1,1,1
481.43,Pune,Bank Transfer,18,Fri,0,0,0
252.65,Other,ATM Withdrawal,3,Mon,1,0,1
174.49,Hyderabad,Bank Transfer,11,Fri,0,0,0
319.7,Mumbai,Bank Transfer,1,Fri,0,0,0
399.56,Pune,ATM Withdrawal,16,Tue,0,0,0
122.09,Mumbai,UPI,5,Thu,0,0,1
128.91,Pune,UPI,11,Sat,0,0,0
97.57,Delhi,Bank Transfer,14,Fri,1,0,0
680.48,Hyderabad,E-Commerce,16,Tue,0,0,0
238.91,Other,ATM Withdrawal,0,Sat,0,0,0
17.38,Hyderabad,E-Commerce,13,Sun,0,0,0
397.5,Mumbai,UPI,22,Wed,0,0,1
131.0,Delhi,E-Commerce,1,Fri,0,0,0
14.25,Bangalore,POS Swipe,3,Thu,0,1,0
159.58,Hyderabad,POS Swipe,19,Wed,0,0,0
107.97,Other,UPI,1,Sat,1,0,1
420.34,Delhi,E-Commerce,21,Fri,0,0,0
45.63,Delhi,ATM Withdrawal,13,Sun,0,0,0
350.27,Mumbai,UPI,17,Fri,0,0,0
163.15,Other,POS Swipe,7,Thu,0,0,0
11.23,Delhi,UPI,19,Mon,0,0,0
714.01,Delhi,E-Commerce,0,Thu,0,0,1
143.74,Bangalore,E-Commerce,15,Sun,0,0,0
68.75,Mumbai,E-Commerce,6,Tue,0,0,0
126.75,Mumbai,Bank Transfer,5,Tue,0,0,0
390.19,Other,E-Commerce,21,Sun,0,1,0
72.74,Delhi,POS Swipe,18,Sun,0,0,0
42.81,Bangalore,POS Swipe,9,Sun,0,1,0
27.64,Pune,Bank Transfer,22,Thu,1,0,1
70.72,Hyderabad,POS Swipe,5,Thu,0,1,0
302.87,Mumbai,POS Swipe,9,Thu,0,0,0
127.59,Bangalore,UPI,18,Thu,0,0,0
51.62,Other,E-Commerce,2,Sun,0,0,0
36.35,Bangalore,UPI,19,Thu,0,0,0
80.91,Delhi,UPI,2,Fri,0,0,1
562.43,Hyderabad,POS Swipe,19,Sat,0,0,0
84.02,Mumbai,ATM Withdrawal,5,Sat,0,0,0
886.65,Pune,E-Commerce,16,Wed,0,0,0
132.81,Delhi,ATM Withdrawal,17,Tue,0,0,0
39.49,Mumbai,POS Swipe,9,Tue,0,1,0
443.54,Other,Bank Transfer,5,Sat,0,0,0
123.37,Mumbai,UPI,12,Sun,1,0,1
247.35,Bangalore,POS Swipe,5,Sun,0,0,0
823.46,Hyderabad,POS Swipe,11,Sat,0,0,0
10.3,Pune,ATM Withdrawal,13,Wed,0,0,0
20.34,Hyderabad,Bank Transfer,16,Thu,1,0,0
254.92,Bangalore,UPI,21,Sat,0,0,0
66.21,Pune,Bank Transfer,7,Sun,1,0,0
40.74,Pune,Bank Transfer,4,Sat,1,0,1
8.03,Delhi,Bank Transfer,3,Wed,0,0,0
4.42,Pune,E-Commerce,5,Thu,0,1,0
297.87,Mumbai,Bank Transfer,10,Tue,0,0,0
28.87,Hyderabad,POS Swipe,4,Sun,0,0,0
126.12,Other,E-Commerce,21,Sun,0,0,0
186.23,Other,E-Commerce,13,Sat,1,0,0
111.85,Hyderabad,Bank Transfer,9,Mon,0,0,0
5.5,Delhi,POS Swipe,10,Tue,1,0,0
306.03,Pune,UPI,2,Tue,0,0,1
2.11,Bangalore,Bank Transfer,22,Mon,0,1,0
287.0,Mumbai,E-Commerce,7,Wed,1,0,0
447.56,Delhi,UPI,20,Fri,0,0,0
113.42,Pune,UPI,4,Thu,0,0,1
153.38,Other,E-Commerce,19,Thu,0,0,0
129.63,Bangalore,UPI,20,Tue,0,0,0
98.6,Pune,POS Swipe,9,Mon,0,0,0
436.83,Delhi,POS Swipe,7,Sun,0,0,0
448.74,Bangalore,Bank Transfer,20,Tue,1,0,0
81.84,Bangalore,Bank Transfer,8,Tue,0,1,0
190.94,Bangalore,UPI,14,Sun,0,0,0
523.21,Bangalore,E-Commerce,0,Sun,0,0,1
654.34,Pune,POS Swipe,22,Sat,0,0,1
142.25,Bangalore,ATM Withdrawal,4,Wed,0,0,0
120.6,Pune,Bank Transfer,14,Thu,0,0,0
65.34,Bangalore,POS Swipe,3,Fri,1,0,1
638.21,Bangalore,UPI,18,Mon,1,0,1
30.82,Delhi,POS Swipe,9,Fri,0,0,0
173.42,Pune,POS Swipe,22,Mon,0,0,0
66.41,Other,UPI,1,Thu,1,0,1
65.43,Pune,Bank Transfer,4,Wed,0,0,0
103.83,Hyderabad,Bank Transfer,17,Fri,0,0,0
1343.91,Other,ATM Withdrawal,22,Mon,0,0,1
11.31,Delhi,ATM Withdrawal,5,Tue,1,0,1
172.81,Pune,Bank Transfer,9,Sun,0,0,0
17.24,Delhi,Bank Transfer,14,Thu,1,0,0
33.57,Other,Bank Transfer,22,Wed,1,0,1
115.81,Delhi,Bank Transfer,8,Sun,0,0,0
142.86,Delhi,POS Swipe,12,Sat,1,1,0
59.89,Mumbai,ATM Withdrawal,17,Tue,0,0,0
76.09,Pune,UPI,6,Wed,0,0,0
18.2,Delhi,E-Commerce,1,Mon,0,0,0
72.26,Mumbai,UPI,15,Tue,0,0,0
679.59,Mumbai,E-Commerce,1,Sat,0,0,1
579.02,Bangalore,POS Swipe,3,Sat,0,0,1
81.56,Bangalore,ATM Withdrawal,1,Wed,0,0,0
169.19,Other,E-Commerce,16,Thu,0,0,0
480.69,Pune,Bank Transfer,5,Fri,0,0,0
1.24,Bangalore,POS Swipe,9,Sat,0,0,0
332.87,Other,E-Commerce,13,Sat,0,0,0
592.73,Pune,Bank Transfer,14,Sun,0,0,0
19.15,Other,POS Swipe,20,Fri,0,0,0
35.22,Mumbai,E-Commerce,11,Tue,0,0,0
647.54,Mumbai,Bank Transfer,18,Thu,0,0,0
154.24,Pune,ATM Withdrawal,10,Thu,0,0,0
2.86,Other,POS Swipe,0,Sun,0,0,0
59.58,Other,E-Commerce,7,Wed,0,0,0
119.55,Bangalore,Bank Transfer,21,Tue,0,0,0
236.12,Bangalore,ATM Withdrawal,5,Sun,0,0,0
264.22,Pune,Bank Transfer,11,Thu,0,0,0
1077.28,Hyderabad,ATM Withdrawal,19,Wed,0,0,0
67.8,Bangalore,E-Commerce,15,Thu,0,1,0
154.53,Delhi,Bank Transfer,17,Tue,0,0,0
152.42,Bangalore,Bank Transfer,11,Thu,1,0,0
104.06,Hyderabad,UPI,19,Sun,0,0,0
37.06,Other,POS Swipe,1,Thu,0,0,0
758.46,Mumbai,Bank Transfer,6,Thu,0,0,0
383.9,Mumbai,ATM Withdrawal,8,Fri,0,0,0
137.96,Other,POS Swipe,17,Mon,1,0,0
184.89,Mumbai,E-Commerce,8,Tue,0,0,0
51.56,Bangalore,POS Swipe,7,Fri,0,0,0
156.96,Mumbai,UPI,0,Mon,0,0,1
237.47,Hyderabad,E-Commerce,4,Sat,0,1,0
144.79,Hyderabad,Bank Transfer,15,Thu,0,1,0
926.82,Bangalore,E-Commerce,13,Thu,0,0,0
189.01,Other,E-Commerce,12,Sun,0,0,0
92.72,Delhi,UPI,10,Fri,0,0,0
295.82,Bangalore,ATM Withdrawal,19,Wed,0,0,0
37.38,Mumbai,E-Commerce,22,Tue,0,0,0
97.07,Bangalore,ATM Withdrawal,12,Mon,0,0,0
85.22,Hyderabad,POS Swipe,14,Thu,0,0,0
113.06,Bangalore,UPI,23,Tue,0,0,1
304.45,Bangalore,Bank Transfer,15,Thu,0,0,0
132.4,Delhi,E-Commerce,12,Thu,0,0,0
315.99,Hyderabad,ATM Withdrawal,7,Thu,0,0,0
171.84,Pune,E-Commerce,17,Sun,0,0,0
83.73,Pune,UPI,18,Tue,1,0,1
332.12,Hyderabad,Bank Transfer,14,Fri,0,0,0
54.44,Pune,POS Swipe,9,Tue,0,0,0
50.82,Mumbai,POS Swipe,22,Tue,0,0,0
140.44,Pune,ATM Withdrawal,3,Sat,0,1,0
60.45,Mumbai,POS Swipe,5,Wed,0,0,0
1.83,Hyderabad,ATM Withdrawal,7,Sun,0,0,0
208.99,Pune,Bank Transfer,23,Wed,0,0,0
143.12,Pune,E-Commerce,6,Sun,1,0,0
117.94,Other,UPI,11,Fri,0,0,0
682.06,Mumbai,Bank Transfer,17,Wed,0,0,0
169.35,Mumbai,Bank Transfer,17,Sun,0,0,0
398.19,Bangalore,POS Swipe,18,Fri,0,0,0
30.04,Delhi,POS Swipe,3,Sun,0,0,0
168.43,Pune,UPI,0,Thu,1,0,1
404.96,Other,E-Commerce,4,Thu,0,0,0
174.98,Delhi,Bank Transfer,6,Tue,0,0,0
253.18,Other,POS Swipe,10,Thu,1,0,0
93.06,Delhi,Bank Transfer,20,Wed,0,0,0
19.4,Pune,E-Commerce,22,Mon,0,0,0
122.46,Other,ATM Withdrawal,20,Tue,0,0,0
100.33,Mumbai,E-Commerce,10,Fri,0,0,0
403.57,Bangalore,Bank Transfer,9,Thu,0,0,0
55.94,Other,Bank Transfer,23,Tue,0,0,0
680.65,Hyderabad,UPI,6,Tue,0,0,1
634.68,Pune,Bank Transfer,15,Tue,0,1,0
56.91,Pune,POS Swipe,0,Thu,0,0,0
85.56,Hyderabad,UPI,0,Fri,0,0,1
451.82,Delhi,Bank Transfer,11,Tue,0,0,0
679.97,Bangalore,E-Commerce,15,Tue,0,0,0
117.2,Delhi,Bank Transfer,4,Tue,0,0,0
77.43,Hyderabad,E-Commerce,13,Sat,0,0,0
149.35,Hyderabad,E-Commerce,17,Thu,1,0,0
232.8,Bangalore,Bank Transfer,8,Sat,0,0,0
63.9,Hyderabad,E-Commerce,1,Wed,0,0,0
266.72,Hyderabad,ATM Withdrawal,11,Fri,1,0,0
10.61,Other,UPI,9,Tue,0,0,0
10.11,Bangalore,Bank Transfer,1,Sat,0,0,0
97.65,Pune,ATM Withdrawal,14,Tue,0,0,0
87.23,Delhi,E-Commerce,3,Sat,0,0,0
75.85,Pune,E-Commerce,18,Tue,1,0,0
135.07,Pune,UPI,21,Sun,0,0,0
77.35,Other,ATM Withdrawal,3,Thu,0,0,0
42.7,Delhi,ATM Withdrawal,8,Wed,0,0,0
74.06,Pune,Bank Transfer,12,Tue,1,0,0
737.01,Bangalore,E-Commerce,9,Sat,0,0,0
105.9,Delhi,POS Swipe,13,Tue,0,0,0
117.65,Mumbai,Bank Transfer,2,Thu,0,0,0
171.86,Other,Bank Transfer,2,Fri,0,0,0
818.96,Pune,Bank Transfer,19,Fri,0,0,0
55.31,Hyderabad,UPI,15,Wed,1,0,1
228.69,Delhi,UPI,8,Sun,0,0,0
251.75,Mumbai,Bank Transfer,13,Fri,0,0,0
186.95,Hyderabad,POS Swipe,21,Tue,1,0,0
18.55,Mumbai,ATM Withdrawal,15,Thu,1,0,0
225.94,Pune,ATM Withdrawal,8,Sun,0,0,0
13.25,Hyderabad,E-Commerce,23,Tue,0,0,0
181.34,Pune,ATM Withdrawal,22,Tue,0,0,0
269.09,Hyderabad,ATM Withdrawal,4,Wed,0,0,0
47.39,Delhi,POS Swipe,12,Fri,0,1,0
368.55,Bangalore,ATM Withdrawal,14,Fri,0,0,0
6.16,Bangalore,POS Swipe,3,Fri,0,0,0
371.34,Mumbai,UPI,13,Sat,0,0,0
123.36,Other,POS Swipe,19,Tue,0,1,0
49.07,Hyderabad,UPI,23,Thu,0,0,1
28.72,Pune,POS Swipe,19,Thu,0,0,0
612.83,Other,Bank Transfer,6,Tue,1,1,1
15.09,Delhi,UPI,3,Mon,0,0,1
44.4,Delhi,UPI,16,Tue,0,1,0
85.49,Delhi,ATM Withdrawal,8,Sun,0,0,0
193.64,Bangalore,UPI,3,Sat,0,0,1
157.4,Pune,POS Swipe,2,Sun,0,0,0
26.85,Delhi,Bank Transfer,18,Fri,0,1,0
68.42,Delhi,Bank Transfer,8,Tue,0,0,0
54.56,Mumbai,ATM Withdrawal,7,Sat,0,0,0
48.04,Hyderabad,POS Swipe,6,Mon,0,0,0
105.91,Hyderabad,POS Swipe,6,Tue,0,0,0
243.5,Hyderabad,E-Commerce,3,Sun,0,0,0
49.04,Other,UPI,18,Fri,1,0,1
91.36,Mumbai,ATM Withdrawal,11,Wed,0,0,0
99.16,Bangalore,Bank Transfer,19,Thu,0,0,0
749.78,Other,E-Commerce,5,Mon,0,0,1
618.74,Mumbai,POS Swipe,11,Wed,0,0,0
322.03,Delhi,UPI,19,Thu,0,0,0
55.32,Pune,Bank Transfer,3,Wed,1,0,1
14.09,Other,E-Commerce,1,Sun,0,0,0
76.22,Other,POS Swipe,14,Tue,0,0,0
62.07,Delhi,Bank Transfer,22,Tue,0,0,0
141.01,Delhi,Bank Transfer,5,Thu,0,0,0
300.77,Pune,POS Swipe,17,Thu,0,0,0
390.84,Hyderabad,POS Swipe,20,Tue,0,0,0
372.69,Other,ATM Withdrawal,21,Tue,0,0,0
89.16,Mumbai,Bank Transfer,4,Sat,0,0,0
232.46,Bangalore,POS Swipe,3,Thu,1,0,1
75.04,Delhi,E-Commerce,10,Thu,1,0,0
12.57,Delhi,UPI,10,Sun,0,0,0
241.84,Bangalore,ATM Withdrawal,8,Sat,0,0,0
1.98,Mumbai,POS Swipe,2,Thu,0,0,0
105.25,Delhi,UPI,10,Sun,0,0,0
79.91,Bangalore,ATM Withdrawal,1,Fri,0,0,0
236.43,Delhi,Bank Transfer,8,Sun,0,1,0
290.7,Hyderabad,UPI,23,Sat,1,0,1
72.51,Hyderabad,ATM Withdrawal,9,Fri,0,0,0
333.87,Delhi,POS Swipe,10,Tue,0,0,0
69.6,Delhi,POS Swipe,2,Fri,0,0,0
118.24,Hyderabad,ATM Withdrawal,16,Sun,0,0,0
259.67,Delhi,Bank Transfer,10,Mon,0,1,0
236.13,Mumbai,ATM Withdrawal,16,Tue,1,0,0
874.31,Mumbai,E-Commerce,18,Mon,0,0,0
51.02,Pune,ATM Withdrawal,3,Wed,0,0,0
217.13,Mumbai,ATM Withdrawal,1,Mon,0,0,0
188.16,Other,POS Swipe,23,Wed,0,0,0
493.25,Other,Bank Transfer,13,Mon,0,0,0
34.01,Other,ATM Withdrawal,14,Sun,0,0,0
278.7,Delhi,UPI,2,Sun,0,0,1
167.99,Delhi,POS Swipe,19,Wed,0,0,0
64.22,Bangalore,POS Swipe,21,Wed,0,0,0
128.66,Other,ATM Withdrawal,12,Tue,0,0,0
81.23,Other,UPI,21,Sun,0,0,0
173.17,Mumbai,ATM Withdrawal,12,Thu,1,0,0
439.65,Hyderabad,UPI,17,Thu,0,0,0
168.47,Hyderabad,POS Swipe,21,Tue,0,0,0
199.78,Pune,UPI,19,Wed,0,0,0
146.27,Bangalore,ATM Withdrawal,20,Thu,0,0,0
10.5,Hyderabad,E-Commerce,6,Thu,0,0,0
53.02,Pune,E-Commerce,22,Mon,0,0,0
135.46,Mumbai,UPI,15,Fri,0,0,0
74.28,Bangalore,ATM Withdrawal,15,Tue,1,0,0
40.12,Bangalore,Bank Transfer,21,Fri,1,0,0
140.29,Other,E-Commerce,5,Wed,0,0,0
77.96,Delhi,POS Swipe,5,Mon,0,0,0
59.71,Other,ATM Withdrawal,3,Thu,0,0,0
124.72,Mumbai,ATM Withdrawal,2,Sat,0,0,0
28.61,Other,E-Commerce,0,Mon,0,0,0
525.51,Bangalore,Bank Transfer,2,Tue,0,0,1
404.54,Other,POS Swipe,18,Sun,0,0,0
245.94,Pune,Bank Transfer,8,Wed,0,1,0
22.46,Other,POS Swipe,13,Mon,0,0,0
299.11,Hyderabad,E-Commerce,18,Mon,1,0,0
330.01,Mumbai,ATM Withdrawal,23,Mon,0,0,0
292.0,Mumbai,POS Swipe,23,Thu,0,0,0
24.2,Bangalore,ATM Withdrawal,18,Wed,0,0,0
206.51,Other,UPI,12,Thu,0,0,0
359.55,Bangalore,UPI,21,Mon,0,0,0
172.24,Bangalore,E-Commerce,15,Sun,0,0,0
207.92,Pune,E-Commerce,7,Thu,0,0,0
122.63,Delhi,E-Commerce,23,Thu,0,0,0
150.46,Bangalore,UPI,15,Tue,1,0,1
7.0,Delhi,POS Swipe,8,Fri,0,0,0
203.75,Delhi,Bank Transfer,8,Fri,0,0,0
16.99,Mumbai,E-Commerce,23,Tue,1,0,1
114.19,Hyderabad,Bank Transfer,22,Tue,1,0,1
69.25,Hyderabad,Bank Transfer,2,Sat,0,0,0
157.68,Other,UPI,6,Thu,0,0,0
28.64,Pune,POS Swipe,19,Sat,0,0,0
235.3,Pune,UPI,17,Thu,0,0,0
316.96,Hyderabad,E-Commerce,23,Wed,0,0,0
35.67,Other,UPI,1,Fri,0,0,1
22.03,Hyderabad,UPI,0,Thu,0,0,1
31.45,Other,UPI,11,Wed,0,1,0
419.32,Other,E-Commerce,15,Sun,1,0,0
150.24,Other,E-Commerce,11,Sat,1,0,0
125.94,Other,UPI,20,Fri,0,0,0
22.57,Mumbai,UPI,9,Wed,0,0,0
209.71,Mumbai,Bank Transfer,8,Wed,0,0,0
404.99,Hyderabad,POS Swipe,20,Tue,0,1,0
352.27,Other,Bank Transfer,17,Mon,0,0,0
196.73,Bangalore,POS Swipe,3,Mon,0,0,0
15.65,Other,POS Swipe,7,Mon,0,0,0
23.85,Bangalore,UPI,22,Wed,0,0,1
10.11,Mumbai,Bank Transfer,20,Thu,0,0,0
59.54,Other,POS Swipe,3,Sat,0,0,0
29.16,Delhi,POS Swipe,15,Mon,0,0,0
60.23,Hyderabad,E-Commerce,20,Thu,0,0,0
97.25,Other,POS Swipe,22,Sun,0,0,0
572.88,Pune,UPI,20,Sun,1,0,1
188.51,Bangalore,ATM Withdrawal,7,Fri,0,0,0
360.33,Other,E-Commerce,6,Sat,0,1,0
247.82,Delhi,ATM Withdrawal,22,Sat,1,0,1
23.87,Bangalore,UPI,23,Mon,0,0,1
266.3,Delhi,ATM Withdrawal,12,Wed,0,0,0
64.34,Hyderabad,POS Swipe,7,Tue,0,0,0
203.84,Hyderabad,ATM Withdrawal,21,Sun,0,0,0
83.39,Hyderabad,Bank Transfer,6,Wed,0,0,0
1212.57,Mumbai,UPI,23,Sat,0,0,1
61.18,Delhi,Bank Transfer,4,Sun,0,0,0
65.46,Other,ATM Withdrawal,17,Thu,0,0,0
533.78,Pune,Bank Transfer,22,Sun,0,0,1
4.99,Pune,E-Commerce,18,Fri,0,0,0
238.6,Hyderabad,ATM Withdrawal,9,Sat,0,0,0
258.43,Pune,Bank Transfer,10,Wed,0,0,0
362.04,Bangalore,POS Swipe,7,Sat,0,0,0
733.34,Delhi,ATM Withdrawal,5,Tue,0,0,1
742.65,Delhi,E-Commerce,10,Sun,0,0,0
13.5,Delhi,POS Swipe,15,Tue,0,0,0
345.01,Bangalore,ATM Withdrawal,3,Fri,1,1,1
207.87,Other,POS Swipe,1,Mon,0,0,0
208.45,Mumbai,ATM Withdrawal,12,Wed,0,0,0
27.47,Bangalore,ATM Withdrawal,6,Sat,0,0,0
210.07,Delhi,UPI,16,Wed,0,0,0
808.91,Delhi,Bank Transfer,22,Tue,1,0,1
485.67,Delhi,ATM Withdrawal,12,Thu,0,0,0
115.65,Other,E-Commerce,9,Wed,0,0,0
8.15,Pune,Bank Transfer,12,Sun,0,0,0
89.98,Mumbai,UPI,9,Tue,0,0,0
350.19,Bangalore,Bank Transfer,6,Thu,0,0,0
241.8,Delhi,Bank Transfer,9,Mon,1,0,0
122.99,Hyderabad,ATM Withdrawal,15,Sun,1,0,0
11.34,Mumbai,E-Commerce,2,Mon,0,0,0
